expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.001910114144808051,0.007572709331611094,-0.015000000730072358,0.6175127558585363,0.12021303385452667,-0.23811762958535254,0.95,0.015
