expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0020465341042225356,0.00758939653866189,-0.015000000276807427,0.6739725718483549,0.12047793505412258,-0.23811762238999484,0.95,0.015
