expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0018239851792440237,0.007553440336393893,-0.015000000266532898,0.5828477245357087,0.11990714803837382,-0.23811762222689176,0.95,0.015
