expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0021965120322791827,0.00812294414859633,-0.015000000000000546,0.7383111058707932,0.1289477407851191,-0.23811761799582182,0.95,0.015
