expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0018452393428474345,0.007580207848620854,-0.015000000820988735,0.5913326709307292,0.12033206912178436,-0.23811763102860528,0.95,0.015
