expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0020378187686026063,0.007588629055430775,-0.015000000211812694,0.6703075958135565,0.12046575163553291,-0.23811762135823544,0.95,0.015
