expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.002009837440252991,0.007566913645806934,-0.01500000012517907,0.6585948128757781,0.12012103019463742,-0.2381176199829693,0.95,0.015
