expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0017891327289242605,0.0075276212382618625,-0.015000000570420799,0.5690315825240753,0.11949728256197388,-0.23811762705096262,0.95,0.015
