expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0019492637995775098,0.007559928954867088,-0.015000000000001776,0.6335186111780859,0.12001015166336855,-0.23811761799584136,0.95,0.015
