expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0022105129482345785,0.008147760160994553,-0.015000000804750759,0.7444415686377392,0.12934168276914706,-0.23811763077083542,0.95,0.015
