expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0016652271204761228,0.0074546566650226815,-0.015000000534010346,0.5208786485547761,0.11833900587012089,-0.2381176264729646,0.95,0.015
