expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.002046631885440154,0.007564478930682512,-0.015000000187569055,0.6740137362443779,0.12008238029024237,-0.2381176209733796,0.95,0.015
