expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.002023709270654164,0.007810667179971279,-0.015000000763591965,0.6643912001838179,0.12399049759018908,-0.23811763011745982,0.95,0.015
