expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.002190383069289308,0.007859890611725573,-0.015000000382551407,0.7356342260189785,0.12477189534478321,-0.2381176240686285,0.95,0.015
