expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0022426796326746492,0.007844407824774174,-0.015000000479239967,0.7586078157290532,0.12452611372152962,-0.2381176256035118,0.95,0.015
