expected_daily_return,daily_volatility,daily_cvar,annual_return,annual_volatility,annual_cvar,confidence_level,max_daily_cvar_constraint
0.0018103360547176686,0.007532213670697359,-0.015000000188576685,0.5774225879171282,0.11957018516679703,-0.23811762098937522,0.95,0.015
